symbol_a,symbol_b,net_profit,gross_profit,total_fees,win_rate,trade_count,max_drawdown,exit_reasons
JINDALSTEL,SAIL,3271.0085005750143,20341.15030000149,17070.141799426474,0.5267175572519084,262,2301.491245397071,mr;se
ADANIGREEN,NHPC,-30144.123834358772,-11453.25613499846,18690.867699360308,0.11188811188811189,286,29868.257307659,mr;se;sl
INFY,OFSS,1359.7982427654097,17193.20275000139,15833.404507235995,0.5802469135802469,243,1355.8096290202238,mr;se
HINDALCO,JINDALSTEL,-9186.241633542524,10228.593250001597,19414.834883544117,0.37583892617449666,298,9294.208681218595,mr;se
NBCC,RAILTEL,5159.993165108333,24168.109585001574,19008.116419893246,0.4742268041237113,291,4371.465746791188,mr;se
ADANIENT,IREDA,-34231.41580308057,-6589.24054999772,27642.175253082827,0.2364066193853428,423,34018.84996596506,mr;se;sl
IREDA,LICHSGFIN,-3899.584013908726,21298.725050002275,25198.30906391095,0.42487046632124353,386,6723.274450091938,mr;se;sl
PNB,YESBANK,-4390.695922826835,969.9628000004415,5360.658722827277,0.2804878048780488,82,4688.878025091441,hl;mr;se
BHEL,INOXWIND,24004.220138383585,47000.19454500182,22995.974406618236,0.6335227272727273,352,888.094664257135,mr;se
CANBK,MAHABANK,-670.0508245821896,-473.9819149999826,196.06890958220708,0.0,3,536.4400699764094,hl;mr
ADANIGREEN,JSWENERGY,-43959.13005929579,-16481.21872499763,27477.91133429818,0.21140142517814728,421,43874.4378749354,mr;se;sl
JIOFIN,TATAPOWER,-18319.056413066304,-3366.205699998783,14952.850713067524,0.2096069868995633,229,18257.061623577916,mr;se
RECLTD,SUZLON,5498.434605345512,17386.49485000101,11888.060244655495,0.5824175824175825,182,657.0220148215594,mr;se
COCHINSHIP,IREDA,19168.899853333158,40258.18200000183,21089.282146668695,0.6049382716049383,324,1583.1511843454118,mr;se
HAL,SOLARINDS,1480.1076803702886,22684.160250001754,21204.052569631473,0.4072948328267477,329,1609.4931320679846,mr
MAHABANK,UNIONBANK,22675.545383695495,40588.484920001545,17912.939536306047,0.7408759124087592,274,398.3416117301276,mr;se
CDSL,DLF,3386.566185871246,15435.864250001,12049.298064129754,0.5405405405405406,185,504.18565362684365,mr;se
BANKINDIA,PFC,8443.547569601013,26939.26348500164,18495.715915400597,0.5618374558303887,283,812.1822811567536,mr;se
IREDA,PNB,-1149.7422961574937,15320.887420001554,16470.629716159063,0.44841269841269843,252,5363.320568179661,mr;se
BANKBARODA,CENTRALBK,-13889.326457448084,-5130.86850499928,8758.457952448794,0.11194029850746269,134,13872.596656486845,mr;se;sl
IREDA,TITAGARH,7145.179747636822,22439.455215001326,15294.275467364507,0.5384615384615384,234,2610.324886099649,mr;se
CANBK,RBLBANK,-16958.906606661454,2049.0073750016218,19007.91398166307,0.33676975945017185,291,17270.132160361976,mr;se;sl
BHEL,SUZLON,-31820.070263137284,-9858.483104998202,21961.5871581391,0.19047619047619047,336,32832.360796649424,mr;se;sl
PFC,PNB,-24688.790299469543,-3188.1896949981547,21500.600604471394,0.19756838905775076,329,24721.5662635918,mr;se
LTM,OFSS,-39338.52856682321,-12963.10349999786,26375.425066825363,0.18248175182481752,411,39169.55077823339,hl;mr;se
COCHINSHIP,IRCON,18170.64900782743,36267.596350001564,18096.94734217414,0.6115107913669064,278,1484.8322826838958,mr;se
BANKINDIA,YESBANK,-5579.446176862641,2461.6057100006756,8041.051886863316,0.3252032520325203,123,6260.632601092602,mr;se;sl
BHEL,NBCC,27209.71067725985,47134.182280001616,19924.47160274178,0.7245901639344262,305,1007.120818995194,mr;se
IRFC,TATAPOWER,-8773.554779488502,10097.615375001653,18871.17015449016,0.3737024221453287,289,8908.126896215348,mr;se
INOXWIND,IRCON,26039.85588354915,47352.14029000183,21312.284406452676,0.6871165644171779,326,1593.0425749515853,mr;se
BHEL,IREDA,21696.98977146445,48218.856085002124,26521.866313537696,0.6305418719211823,406,1341.6505678339693,mr;se
ADANIGREEN,AMBUJACEM,-24766.011055085986,6705.620650002728,31471.63170508871,0.31742738589211617,482,25821.946126634663,mr;se;sl
LAURUSLABS,ZYDUSLIFE,-33121.29036941682,-11672.011949998197,21449.278419418628,0.11550151975683891,329,32929.09409122054,mr;se;sl
PHOENIXLTD,PRESTIGE,-18503.64350688711,4739.465650001934,23243.109156889037,0.34173669467787116,357,18601.887755937685,mr;se
HINDCOPPER,VEDL,18679.75862895078,35209.93686000138,16530.17823105059,0.6205533596837944,253,1321.2946427421375,mr;se;sl
CGPOWER,NBCC,13303.850069027505,21981.96577500076,8678.115705973252,0.8045112781954887,133,683.5483117098065,mr
MARUTI,TMPV,-1189.4579329786402,-928.240949999963,261.21698297867704,0.0,4,598.0688443888959,hl;se
MAZDOCK,TITAGARH,-6494.515240023159,8771.649100001285,15266.164340024447,0.38461538461538464,234,10631.02269104966,mr;se;sl
PFC,RVNL,9083.225780239369,15809.970950000552,6726.745169761181,0.8446601941747572,103,300.2275874299921,mr
CANBK,YESBANK,-11527.875022036256,-1068.3664249992494,10459.508597037007,0.23125,160,11502.93928206099,mr;se;sl
CENTRALBK,UNIONBANK,-5383.494482020242,11155.42955000123,16538.924032021485,0.383399209486166,253,6110.991229260204,mr;se
ADANIGREEN,ATGL,45938.69622788889,70178.24690000224,24239.550672113346,0.8252688172043011,372,608.0701870783741,mr;se
HEROMOTOCO,MOTHERSON,39.05074272165166,365.91917000003025,326.86842727837853,0.4,5,403.1537978271251,mr;sl
HEROMOTOCO,TMPV,8643.78510929279,31546.852250001895,22903.067140709125,0.5393258426966292,356,501.56932762980136,mr;se
BDL,CDSL,-10408.479779387728,9195.982100001585,19604.461879389306,0.37209302325581395,301,10495.771579667151,mr;se
COCHINSHIP,ZENTEC,11491.050491167367,31410.143600001767,19919.09310883439,0.5261437908496732,306,4497.348725649169,mr;se
ADANIPORTS,JIOFIN,-1061.974685312287,-539.45082499996,522.523860312327,0.125,8,972.1315134148002,mr
IOC,PETRONET,-12375.779695967252,-4733.2006799993715,7642.579015967881,0.23931623931623933,117,13628.96133882198,mr;se
IREDA,JWL,8160.9910612916065,13520.787670000436,5359.796608708836,0.7439024390243902,82,339.6492939449072,mr;se
CDSL,INOXWIND,3721.7886783361937,9518.230450000448,5796.441771664252,0.6853932584269663,89,708.8599552067597,mr
CANBK,NBCC,-412.7323793000319,240.9352400000647,653.6676193000966,0.3,10,714.5678492623965,mr;sl
BDL,ZENTEC,653.2784790124146,15628.891500001215,14975.613020988803,0.43043478260869567,230,4001.331757892544,mr;se
BSE,IREDA,16830.99244380989,30397.124950001245,13566.132506191343,0.8095238095238095,210,318.2386373937579,mr;se
BAJFINANCE,JIOFIN,6904.027225870463,31884.84822500217,24980.820999131673,0.5535248041775457,383,1344.7999880514576,mr;se;sl
JIOFIN,RELIANCE,8863.450593255497,28008.481170001618,19145.03057674613,0.6348122866894198,293,584.0480120762161,mr;se
HCLTECH,OFSS,-339.97408328760196,-275.53199999999197,64.44208328760999,0.0,1,0.0,mr
MANAPPURAM,MUTHOOTFIN,8128.637626759616,25574.103150001458,17445.46552324185,0.550185873605948,269,1865.2851797459962,mr;se;sl
ABCAPITAL,BANKINDIA,-8700.886699431168,13518.185020001976,22219.071719433145,0.37941176470588234,340,9753.336172611645,mr;se
GMRAIRPORT,NBCC,-318.39524138300703,-253.03949999999702,65.35574138301,0.0,1,0.0,mr
DLF,RVNL,996.3601286167401,19730.244450001606,18733.884321384863,0.4564459930313589,287,1443.175222942871,mr
BEL,IRFC,-4846.408128085908,-271.14836999959465,4575.259758086314,0.22857142857142856,70,5498.507463934445,mr;se
BANKINDIA,JIOFIN,9428.254934117927,27139.906710001564,17711.65177588364,0.5719557195571956,271,737.6412387296596,mr;se
HUDCO,PFC,-13540.454460131356,12643.041475002308,26183.495935133662,0.3690773067331671,401,13535.056135314997,mr;se
BANKINDIA,NBCC,-11728.521849397639,-1925.3046049991192,9803.217244398518,0.13333333333333333,150,12986.421164289612,mr
LICHSGFIN,RECLTD,3937.99178378092,29007.30740000221,25069.31561622129,0.4921875,384,2937.7261053385378,mr;se
IREDA,LTF,-27934.74519292357,-6576.640004998306,21358.105187925266,0.2691131498470948,327,27890.160657688146,mr;se;sl
CDSL,KFINTECH,-20568.821306650883,-2573.4938749984763,17995.32743165241,0.2826086956521739,276,20647.055008527117,mr;se;sl
ABCAPITAL,CANBK,-1532.0664554698255,-1009.3027699999482,522.7636854698776,0.25,8,1579.206557508451,mr;sl
IRFC,NHPC,-9380.639824736789,750.1130050008378,10130.75282973763,0.2709677419354839,155,9221.94834948916,mr;se
BSE,JIOFIN,-541.9456778634695,-346.0477749999983,195.8979028634713,0.0,3,528.19519133182,mr;sl
