symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,Q_beta,Q_alpha,R,log_likelihood_final,em_iterations,em_converged,beta_mean,alpha_mean,spread_mean,spread_std,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ar1_phi,ar1_c,hurst_exponent,adf_pvalue,tradeable,skipped
NATIONALUM,VEDL,0.5405240156365909,30,27527,1e-07,7.425312509300514e-05,0.016323867519316335,30375.36281096481,50,False,0.6627499738685815,2.2230866084180225,2.149921872009738e-06,0.0018379175971063987,0.1848475153078797,3.1112438542917258e-06,0.0011174854794861252,3.7498322842232854,0.06249720473705476,0.8312310241957043,5.250814387662241e-07,0.08109863731863,0.15176738731215073,False,False
PNB,UNIONBANK,0.5388344203166681,31,27527,1e-07,5.363931157762768e-05,0.008887765602185566,38594.656323336945,50,False,0.5661566489656304,1.8641089112483993,-6.780603723739238e-07,0.0012293934272224732,0.1979737425020897,-6.561639830843777e-07,0.000773603318728141,3.501207644001723,0.05835346073336205,0.8203913942803425,-1.1785269812524203e-07,0.06156493773857494,0.9408828960151403,False,False
IRCON,RVNL,0.538437730038286,32,27527,1e-07,1.061013765638503e-06,7.1602797678846936e-06,126045.74038671526,50,False,0.6635189390590636,1.2010092596247128,,,,,,,,,,,0.5224697551952181,False,False
GRAPHITE,HEG,0.5346864588112443,33,27527,1e-07,0.00028864630668121096,0.11751152696035252,3474.1111103029157,50,False,1.5046444509900667,-3.038014672523667,-8.357083146912174e-06,0.003742683606733805,0.16345516219626416,-5.329390988142483e-06,0.002138531005818146,4.24059522652254,0.070676587108709,0.8492045746160123,-8.036477810945363e-07,0.10962254790978453,0.4339200891940631,False,False
BANKBARODA,UNIONBANK,0.5329333603719645,34,27527,1e-07,0.00017461194626536188,0.03206248326137616,21011.93261402072,50,False,0.4012136679237902,3.6031640060161103,-7.871100852618078e-07,0.001271857165699368,0.22053140917922848,-8.242656205297108e-07,0.000844692965602907,3.1430769119904203,0.05238461519984034,0.8020924454006036,-1.6312839329938906e-07,0.06296562583187379,0.8368517051387678,False,False
ADANIENT,ADANIPORTS,0.5304318931027404,35,27527,1e-07,0.00013216528223295975,0.08799212204384389,7601.482637838873,50,False,1.599440701929539,-3.995858918041395,1.5060367952924583e-06,0.0027673409066074637,0.10167227150454707,-6.916910346607792e-07,0.0012476023838773201,6.817465276449005,0.1136244212741501,0.903325548685874,-6.686885125473093e-08,0.17058011424266342,0.22085098271501113,False,False
HINDZINC,NATIONALUM,0.5296621477584993,36,27527,1e-07,0.00015352123084896898,0.045135750847237865,16516.91597469134,50,False,0.36247249517689656,4.259955299382914,-5.334930914731585e-06,0.002277663493236071,0.1412326908913429,-4.964176233111492e-06,0.0012104304989771252,4.907838094603867,0.08179730157673111,0.8682872456559826,-6.538453247122236e-07,0.102957565938175,0.7994895153622347,False,False
BANKINDIA,INDIANB,0.5289658710719399,37,27527,1e-07,4.781647280584663e-06,0.000351264531199352,81831.28741405596,50,False,0.675860760418237,0.46236897425919693,-4.3195632203856833e-07,0.0009597909471750904,0.49486622485219134,-2.634395739904058e-07,0.000954768377795611,1.4006758710740004,0.02334459785123334,0.6096524581891525,-1.0283299012285179e-07,0.007663359454518705,0.9011512503688979,False,False
HCLTECH,TCS,0.5257685934461046,38,27527,1e-07,0.00032816109658980385,0.33444066445859383,-10663.010617860338,50,False,0.9501461153961627,-0.229674586954806,7.917612095398403e-06,0.0017739984420149669,0.09122499511862361,1.453836584775482e-06,0.0007526397510854392,7.598215594954184,0.12663692658256973,0.9128123094791215,1.2675665422133566e-07,0.20727315984187386,0.49022457496110344,False,False
IRCON,RAILTEL,0.5250220898277165,39,27527,1e-07,1.7407451579606814e-06,2.5946552591533724e-05,113446.59131347257,50,False,0.7479023522714172,0.6941852102262935,-2.852785699787894e-07,0.0007470868483258016,1.8955067813261977,-3.348807303096344e-08,0.001452955480729883,0.3656790824430512,0.006094651374050853,0.1502421758208803,-2.845675207474295e-08,-0.008687025902317558,0.3601261501806569,False,False
HINDALCO,NATIONALUM,0.5206130824877278,40,27527,1e-07,5.299583944008595e-06,0.0003618072440254871,81525.72479754603,50,False,0.677162795232284,2.8446956166132633,1.009865652308304e-06,0.0010132570915790274,0.4655969083098743,3.4718786348354666e-07,0.0009766611555767173,1.488728056799352,0.024812134279989198,0.6277602780054891,1.2923711378298362e-07,0.006885191182807146,0.20396904333415267,False,False
DATAPATTNS,GRSE,0.5205539292447271,41,27527,1e-07,2.049380491334399e-06,4.16436659605735e-05,106835.89209026836,50,False,0.6946411813570618,2.5455050325486965,-6.453876074616586e-08,0.0009779370086211545,1.3684581055761549,-6.57990574928557e-08,0.0016178921148429126,0.506516916912201,0.00844194861520335,0.2544990678739275,-4.9053258693940966e-08,-0.009419292498069536,0.8692565880530214,False,False
IREDA,RVNL,0.5201343852105098,42,27527,1e-07,1.6363153794711078e-06,2.18099492217268e-05,115490.72767632933,50,False,0.5410720425025941,1.7413636748996997,4.3827440607831303e-07,0.0005726790344130569,1.639675377450738,1.7278052830960073e-07,0.0010350443772821356,0.42273439614468444,0.007045573269078074,0.19404302280862135,1.3925367231393522e-07,-0.009247315310493213,0.15253597182084444,False,False
JSWSTEEL,TATASTEEL,0.5192555579901201,43,27527,1e-07,2.4340535761005192e-05,0.0035860313939932754,50981.06390343476,50,False,0.5506791825481785,4.181892803386829,9.156357558833546e-07,0.0010191516856817462,0.2564180203034137,7.349197274658704e-07,0.0007297118732488894,2.703192153733032,0.045053202562217204,0.7738184293593058,1.662252982530615e-07,0.05313615603059881,0.2250854390962676,False,False
IRCON,IRFC,0.5192069147185588,44,27527,1e-07,1.4466867021301893e-06,1.5072724753896224e-05,119845.25749104914,50,False,0.8313258070495987,1.1001934562208704,5.2034165442947546e-08,0.0007240723716921167,1.749160631148324,3.8501180348438775e-08,0.0013543085072059405,0.3962741718608737,0.0066045695310145616,0.1739198651182944,3.1805060255343176e-08,-0.009295157485071603,0.2167301572566897,False,False
INDIANB,UNIONBANK,0.5182389585985556,45,27527,1e-07,6.276193009728529e-05,0.010623294485050656,36155.221719754656,50,False,0.7903417079886293,2.696978602229696,3.1649272513666435e-07,0.0013555227050119592,0.23997797334444296,1.4824717583810847e-07,0.0009391005811201454,2.888378341144934,0.048139639019082234,0.7866451880383276,3.1629248324788614e-08,0.05352696317331238,0.046866397668546514,False,False
BSE,CDSL,0.5170386436157088,46,27527,1e-07,0.0001723634187267924,0.11354111986413251,4092.4459803973364,50,False,0.12014720135513615,7.072147654868752,4.862522967744941e-06,0.0032326683596594196,0.07662571474574628,1.419547443921286e-05,0.0012689378979189446,9.045882088798708,0.15076470147997847,0.9262364653875563,1.0471083701369372e-06,0.17866777377657425,0.5738948925909919,False,False
HCLTECH,INFY,0.5147451028025671,47,27527,1e-07,3.456721219364585e-05,0.017477596793635863,29731.95810303372,50,False,0.5260556255819988,3.4942496534003924,7.352765278644276e-06,0.0015170081535594974,0.1223262762937712,3.5177472556660828e-06,0.0007458304263878063,5.66638012339496,0.09443966872324934,0.8848596126831654,4.0503478150012483e-07,0.13886177532366129,0.41043539398717666,False,False
NBCC,RVNL,0.51143815131968,48,27527,1e-07,2.3599237831228543e-05,0.004753893526814443,47255.68499602484,50,False,0.8946376483931766,-0.5529109560495351,-6.857918808040483e-06,0.0016635748871338476,0.2192839440628605,-4.925546999736261e-06,0.001099098862932504,3.1609572854145944,0.052682621423576576,0.8030936521017229,-9.698714711193831e-07,0.06679207570264654,0.1454170014433212,False,False
COFORGE,PERSISTENT,0.5107200689117879,49,27527,2.699430162658626e-07,2.8634458891300875e-05,0.016409837417665867,30500.600460072008,50,False,0.3696015253414363,4.069087688490807,2.067692870407175e-06,0.0021430504049818793,0.12948231541787103,6.933389187326653e-07,0.001089708391590578,5.353218918915608,0.08922031531526013,0.8785501250707076,8.420592496369302e-08,0.12204224885669246,0.5542835014128088,False,False
CHENNPETRO,MRPL,0.5105018132920021,50,27527,1e-07,0.00015281027908752964,0.027781905896023938,22969.191329695197,50,False,0.0054964869446702735,6.773891734888598,4.7949193261419e-07,0.002867127287029196,0.1707398784084453,-1.6953474142902025e-06,0.0016744377927508966,4.059667764913087,0.06766112941521811,0.8430408380772008,-2.661003093149749e-07,0.0709263597599203,0.48652491076912757,False,False
TCS,WIPRO,0.5093176230410128,51,27527,1e-07,3.661690578452385e-05,0.007038994131835927,41867.76464764715,50,False,0.36709743959685004,5.963636479316736,4.575660584392622e-07,0.0011420994136240846,0.17952017039274487,6.508294828845512e-07,0.0006844166793081714,3.861110308905757,0.06435183848176261,0.8356710949589715,1.0695009629083709e-07,0.07239241648034798,0.721807954229776,False,False
DLF,PRESTIGE,0.5057851997209861,52,27527,1e-07,2.175054189485907e-05,0.008668456171199782,39266.00052953295,50,False,0.7568803577714253,0.9248656198051387,-1.6881716554037967e-06,0.0016533715404170781,0.18339806492450525,-1.8455710511864106e-06,0.0010013833936895588,3.7794683430562657,0.06299113905093776,0.8324367259137173,-3.092499278956574e-07,0.09960515582631514,0.06818828713823012,False,False
NMDC,TATASTEEL,0.5052796974587704,53,27527,1e-07,1.1788802534509067e-05,0.0012693196026333758,64966.482549695684,50,False,0.9546737309320854,-0.6290901508926902,1.3499175335117832e-07,0.001244811522608448,0.2871821463631955,3.5173532632140653e-07,0.0009434241557386227,2.4136151544857216,0.040226919241428696,0.7503750383043444,8.780191735999003e-08,0.031689150357333315,0.5978173074489371,False,False
CANBK,INDIANB,0.5036951498492792,54,27527,1e-07,0.00011639217352967513,0.057096661558871366,13464.30812667471,50,False,0.9503993230217586,-1.4564711821467393,5.042291965995194e-06,0.0018006774297695124,0.14696467260539592,2.8532948521182367e-06,0.0009738744893649572,4.71642040411347,0.0786070067352245,0.8633244758820314,3.8997556937636164e-07,0.12792777715475817,0.7736778138178189,False,False
INFY,WIPRO,0.5017377637905855,55,27527,1e-07,5.486453387138661e-05,0.011321931591956788,35372.51002818419,50,False,1.3077439777221094,0.2021724776635658,-6.831994032356139e-07,0.001722639854348114,0.18682437774218416,-5.336266667811368e-07,0.0010530458587599111,3.7101538296917638,0.061835897161529395,0.8295894179592082,-9.093563087866119e-08,0.07082240363295984,0.4751284710178264,False,False
IREDA,NBCC,0.4994554830038932,56,27527,1e-07,3.6243589341074397e-06,0.00012165908081531098,95587.47523258861,50,False,0.5465990589776527,2.3431472561156492,2.0061440272538294e-06,0.0008609550104459997,0.5780838143700786,1.0730767011669113e-06,0.0009216739108149879,1.1990427051053971,0.01998404508508995,0.5609722643347761,4.7111043430841716e-07,-0.0010923523396582206,0.09359056784883502,False,False
ADANIENSOL,ADANIENT,0.494596789181081,57,27527,1e-07,8.14249029487752e-05,0.06072321148427221,12729.416522950844,50,False,0.7587117680936255,1.0852044876853262,-4.63755157643646e-06,0.0022910774560325636,0.10732534649431136,-2.665847306616455e-06,0.0010609912034279516,6.458373564129929,0.10763955940216549,0.8982333883620172,-2.7129424753859934e-07,0.16536465461858757,0.8030718280165012,False,False
IREDA,RECLTD,0.4919581390053796,58,27527,1e-07,0.00026012559081466205,0.07968378814118114,8716.921238576364,50,False,1.1440095350244879,-1.8649340112216912,-8.134261816844683e-07,0.0018907708242684826,0.1606309617230672,-1.1385816378045987e-06,0.0010717291200957606,4.315153026070732,0.07191921710117886,0.8516062884417849,-1.6895835514585578e-07,0.09715315970857798,0.1377932866791125,False,False
IRFC,NBCC,0.4918517329534817,59,27527,1e-07,5.3739279742337146e-06,0.00025911651255282667,85912.04572294372,50,False,0.616948938946014,1.8745573461719978,1.7793317912055417e-06,0.0009329796391504946,0.4996946048596104,1.1620646984067259e-06,0.0009314202718706091,1.3871416137356245,0.023119026895593742,0.6067159195158889,4.570215463759351e-07,0.005509583542321952,0.5098853328710853,False,False
BANKBARODA,INDIANB,0.490853095776424,60,27527,1e-07,4.7177906930909894e-05,0.019550615328827313,28137.9774347561,50,False,0.793989067797989,0.29352024401249255,-2.459058496294851e-06,0.0015150823984026033,0.17561110489883106,-2.0129748300215794e-06,0.0008978266003168047,3.947057795458123,0.06578429659096871,0.8389441811868077,-3.242013094994721e-07,0.10675460676193227,0.8961780688400909,False,False
JINDALSTEL,TATASTEEL,0.4899341491815708,61,27527,1e-07,1.5226760031698557e-05,0.001872630444807165,59748.1338308241,50,False,1.1198459679828427,1.1378868559174575,1.6219311311694765e-08,0.0013274501938329933,0.2855022861800397,1.008677775712062e-07,0.0010030904600691057,2.427816567895509,0.040463609464925145,0.7516366227997313,2.5051861888270287e-08,0.038630317308495934,0.04934657001134999,False,False
BEL,GRSE,0.4897875038779575,62,27527,1e-07,2.638782166687912e-06,8.28394234240823e-05,99414.3777665677,50,False,0.37065137047385244,3.1699311121841656,-8.970186001192046e-07,0.0007070521963528811,0.9972223958389154,-3.584900275033863e-07,0.0009950974880841095,0.6950778316373789,0.011584630527289648,0.36890268506339596,-2.2624209378893643e-07,-0.0074701499056224465,0.272571828442408,False,False
CANBK,SBIN,0.4889886701577006,63,27527,1e-07,0.0018476493270351366,1.1455549547491637,-27728.793538795937,50,False,2.8320391082939342,-14.768758166053837,7.43800069828718e-06,0.004607750592158252,0.0947636247199766,2.888947321249881e-06,0.002004026859030847,7.314485728127987,0.12190809546879978,0.909587913157085,2.6119575609345097e-07,0.16864467164420424,0.580407175275025,False,False
HCLTECH,TECHM,0.4889432467740169,64,27527,1e-07,0.0001384303031102605,0.09576421677823203,6448.76144438124,50,False,0.28320274656249705,5.249147297517982,9.331420715661512e-06,0.001964400356789883,0.09299224457870531,4.216629051181409e-06,0.00084231465497679,7.453817075823891,0.12423028459706485,0.911200567013019,3.7443426886134084e-07,0.18328456554708453,0.637776077253593,False,False
BDL,COCHINSHIP,0.4888114438584767,65,27527,1e-07,4.33602616377083e-06,0.00031940385463865575,82946.43546245966,50,False,0.7561437994150559,1.6826534648458311,1.3637081251687478e-07,0.0011963759482442752,0.531014561191451,2.973113560756924e-07,0.0012328160763391985,1.3053261270363532,0.021755435450605886,0.5880080967522764,1.2248987144678618e-07,0.003750752072785645,0.5743447816432689,False,False
INDIANB,PNB,0.4885112244404392,66,27527,1e-07,3.0107983704492458e-05,0.003547457625651635,51004.24050865399,50,False,0.9480207116852486,2.2390708909306625,1.327413004167003e-06,0.0013381180568863649,0.2566846510204985,9.88885081966867e-07,0.000958728581648757,2.7003842177715236,0.04500640362952539,0.7736121331002742,2.2387158431543955e-07,0.04222256925848137,0.9198745679673557,False,False
GODREJPROP,PRESTIGE,0.4872327692702434,67,27527,1e-07,0.00013730389290160416,0.09213034043782892,6972.140268598029,50,False,1.0419417195855094,-0.10221491202402147,-3.824310054198305e-06,0.0026014705783344474,0.11530553998168325,-3.464955329764822e-06,0.0012492643704918372,6.011395295230867,0.10018992158718111,0.8910938375139126,-3.773549881504023e-07,0.1664167089568123,0.6568641086595903,False,False
HINDALCO,VEDL,0.486793396431593,68,27527,1e-07,7.979916431700128e-05,0.01769195250517562,29275.950056308746,50,False,0.48083746818100365,4.171960408778104,3.6396129776069315e-06,0.0014431362984682384,0.1924087970800352,2.6783083483990614e-06,0.0008946625135254652,3.6024713582696575,0.06004118930449429,0.8249695544049144,4.687855036613255e-07,0.07772724346727933,0.15003598537891533,False,False
IRCON,JWL,0.4842259742459245,69,27527,1e-07,1.9944366615148006e-06,3.6302720401246224e-05,109614.21363947666,50,False,0.4336685577371395,2.541826469198005,-8.260442349225313e-08,0.0008663146089592828,1.1503547956631939,-3.258175029424309e-08,0.001314020986271939,0.6025507810052092,0.010042513016753487,0.31652444795322543,-2.2268829769007956e-08,-0.009125079794326457,0.6912103041936073,False,False
DLF,LODHA,0.4839862606122131,70,27527,1e-07,7.2045027955609665e-06,0.0010245761342919774,67901.16821409395,50,False,0.746540975706817,1.2969777856566325,-1.1456308610808107e-06,0.0012416285777364765,0.35728168942810984,-9.740596892991404e-07,0.001049522372898584,1.9400579460689558,0.03233429910114926,0.6995754069804113,-2.9263148573448125e-07,0.027979479830888644,0.672535670244227,False,False
TCS,TECHM,0.482298287993059,71,27527,1e-07,1.6802865552640848e-05,0.005766979449856987,44780.54667648855,50,False,-0.03753277173830018,8.225655610510605,9.58452631690295e-07,0.0016129692115011065,0.14068693301058624,9.8764693854666e-07,0.0008556209664611044,4.926876759107317,0.08211461265178861,0.8687612495969878,1.2961755005422427e-07,0.10078336046767791,0.7399101122100871,False,False
